,address_full,lat,lon,bike_score,transit_score,walk_score
596,2206 Willowby Dr Houston 77008,29.800739,-95.4301053,75,34,78
597,2209 Singleton St Houston 77008,29.80549,-95.3902972,65,47,69
598,221 A W 25th St Houston 77008,29.808826,-95.414769,58,42,55
599,221 B W 25th St Houston 77008,29.808826,-95.414769,58,42,55
600,221 C W 25th St Houston 77008,29.808826,-95.414769,58,42,55
601,221 E 27 Houston 77008,,,,,
602,2210 Saxon Dr Houston 77018,29.827596,-95.447718,51,35,42
603,2211 Bastrop St Houston 77003,29.7503044,-95.3537309,70,88,78
604,2214 Althea Houston 77018,29.825827,-95.43708,64,40,54
605,2215 Bastrop St Houston 77003,29.7503044,-95.3537309,70,88,78
606,2215 Truxillo St Houston 77004,29.734628,-95.37625,79,73,87
607,2217 Bastrop St Houston 77003,29.7503044,-95.3537309,70,88,78
608,222 E 28 Houston 77008,,,,,
609,2222 Wakefield Dr Houston 77018,29.824965,-95.438785,57,40,44
610,2223 Hadley St Houston 77003,29.739513,-95.359752,57,68,67
611,2223 Tannehill Dr Houston 77008,29.7990637,-95.4417862,41,39,53
612,2227 Haverhill Dr Houston 77008,29.79999,-95.4301053,75,34,78
613,2237 Chenevert St Houston 77003,29.759628,-95.352657,81,91,80
614,226 E 28th St Houston 77008,29.812577,-95.383744,60,46,62
615,226 Styers St Houston 77022,29.817359,-95.373161,45,57,38
616,2302 Couch St Houston 77008,29.807695,-95.42583,70,35,66
617,2306 Carleen Rd Houston 77018,29.8378495,-95.4528917,53,35,25
618,2306 Detering St Houston 77007,29.780593,-95.415933,54,39,54
619,2312 Beall St Houston 77008,29.802714,-95.418027,55,41,60
620,2314 Hialeah Dr Houston 77018,29.826715,-95.452666,58,35,37
621,2315 Ann St Houston 77003,,,,,
622,2315 Couch St Houston 77008,29.807695,-95.42583,70,35,66
623,2318 Carleen Rd Houston 77018,29.8378495,-95.4528917,53,35,25
624,2318 Radcliffe St Houston 77007,29.7798187,-95.4201141,54,42,58
625,2322 Poinciana Houston 77018,29.825933,-95.453106,58,35,37
626,2327 Carleen Rd Houston 77018,29.8378495,-95.4528917,53,35,25
627,2327 Chantilly Ln Houston 77018,29.828882,-95.44152,43,37,45
628,2327 Chantilly Ln Houston 77018,29.828882,-95.44152,43,37,45
629,2327 Chantilly Ln Houston 77018,29.828882,-95.44152,43,37,45
630,2336 Commerce Houston 77003,29.749403,-95.335089,80,66,72
631,2338 Commerce Houston 77003,29.749403,-95.335089,80,66,72
632,2342 Commerce Houston 77003,29.749403,-95.335089,80,66,72
633,236 Detering St Houston 77007,29.780593,-95.415933,54,39,54
634,238 E 28 Houston 77008,,,,,
635,239 Cody St Houston 77009,29.7988975,-95.3674194,56,58,71
636,24 Waugh Dr  C Houston 77007,,,,,
637,2403 Cohn St Houston 77007,29.7700061,-95.4218366,62,44,72
638,2416 Dowling St Houston 77004,29.735373,-95.364283,59,63,77
639,2418 Dowling St Houston 77004,29.735373,-95.364283,59,63,77
640,242 26th St Houston 77008,29.809843,-95.414797,58,42,55
641,242 W 26th St Houston 77008,29.809843,-95.414797,58,42,55
642,2420 Dowling St Houston 77004,29.735373,-95.364283,59,63,77
643,2422 Arabelle Houston 77007,29.7804998,-95.4243357,46,44,52
644,2423 Oxford St Houston 77008,29.7861655,-95.3919321,71,43,69
645,2424 Hadley Houston 77003,29.733594,-95.345472,61,61,58
646,2427 Droxford Dr Houston 77008,29.798394,-95.4299983,71,35,74
647,2431 Blue Water Ln Houston 77018,29.8388343,-95.4544974,48,34,22
648,244 W 28th Houston 77008,29.811999,-95.4060585,69,41,61
649,250 E 28th St Houston 77008,29.812577,-95.383744,60,46,62
650,2502 Radcliffe Houston 77007,29.7798187,-95.4201141,54,42,58
651,2505 Dallas St Houston 77003,29.7587315,-95.3715182,79,99,83
652,2505 Dallas St Houston 77003,29.7587315,-95.3715182,79,99,83
653,2505 Judiway Houston 77018,29.8207164,-95.429474,73,39,57
654,2506 Radcliffe Houston 77007,29.7798187,-95.4201141,54,42,58
655,2507 Saltus Houston 77003,29.752793,-95.336568,80,66,62
656,2509 Terry St Houston 77009,29.794055,-95.353139,51,52,61
657,2515 Arabelle Houston 77007,29.7804998,-95.4243357,46,44,52
658,2516 Pease Ave Houston 77003,,,,,
659,2516 Pease Ave Houston 77003,,,,,
660,2526 Roy Cir Houston 77007,29.781299,-95.4123765973154,56,37,59
661,2537 Rusk St Houston 77003,29.761383,-95.368439,84,100,83
662,258 W 28th Houston 77008,29.811999,-95.4060585,69,41,61
663,2602 Washington Ave  B Houston 77007,,,,,
664,2602 Washington Ave  C Houston 77007,,,,,
665,2604 Link Rd Houston 77009,29.80832,-95.378645,64,54,65
666,2605 Calumet St #37 Houston 77004,,,,,
667,2606 Shady Acres Court Houston 77008,,,,,
668,2608 Arlington St Houston 77008,29.7944276,-95.3942964,64,47,70
669,2608 Madeline Grove Dr Houston 77008,,,,,
670,2610 Madeline Grove Dr Houston 77008,,,,,
671,2611 F Riverside Drive Houston 77004,29.7181436,-95.3795121,76,53,75
672,2611 Sherwin Houston 77007,29.7804736,-95.4266205,41,45,56
673,2612 Bevis St Houston 77008,29.8066926,-95.4224409,66,38,67
674,2612 Bevis St Houston 77008,29.8066926,-95.4224409,66,38,67
675,2614 Madeline Grove Dr Houston 77008,,,,,
676,2615 Rusk Houston 77003,29.761383,-95.368439,84,100,83
677,2617 Morrison St Houston 77009,29.784864,-95.373104,63,55,73
678,2621 Lawrence St Houston 77008,29.813772,-95.408224,66,42,57
679,2622 2 Morrison Houston 77009,,,,,
680,2622 Morrison Street #1 Houston 77009,,,,,
681,2626 Shady Woods Ln Houston 77008,,,,,
682,2626 Willowby Dr Houston 77008,29.800739,-95.4301053,75,34,78
683,2629 Fountain Key Blv Houston 77008,,,,,
684,2634 Bevis St Houston 77008,29.8066926,-95.4224409,66,38,67
685,2640 Fountain Key Blv Houston 77008,,,,,
686,2641 Fountain Key Blv Houston 77008,,,,,
687,2644 Fountain Key Blv Houston 77008,,,,,
688,2645 Fountain Key Blv Houston 77008,,,,,
689,2648 Fountain Key Blv Houston 77008,,,,,
690,2649 Fountain Key Blv Houston 77008,,,,,
691,2653 Fountain Key Blv Houston 77008,,,,,
692,2656 Fountain Key Blv Houston 77008,,,,,
693,2657 Fountain Key Blv Houston 77008,,,,,
694,2661 Fountain Key Blv Houston 77008,,,,,
695,2702 Freund Street Houston 77003,29.756543,-95.332424,73,48,53
696,2704 Kennedy St Houston 77003,29.7589896,-95.3398135,80,61,63
697,2706 Cortlandt St Houston 77008,29.804023,-95.395552,68,45,77
698,2706 Eagle St Houston 77004,29.730164,-95.373454,64,62,75
699,2707 Kennedy St Houston 77003,29.7589896,-95.3398135,80,61,63
700,2708 Freund St Houston 77003,29.756543,-95.332424,73,48,53
701,2708 Winbern St Houston 77004,29.735921,-95.37522,79,75,82
702,2710 Freund Street Houston 77003,29.756543,-95.332424,73,48,53
703,2712 Polk St Houston 77003,29.737272,-95.330093,62,63,71
704,2717 Fox St Houston 77003,29.7538159,-95.3291292,75,55,47
705,2718 Clay St Houston 77003,29.7425954,-95.3488777,74,66,54
706,2718 Jackson St Houston 77004,29.7379764,-95.3710648,77,76,73
707,2718 Leeland St  A Houston 77003,,,,,
708,2721 Sam Wilson St Houston 77020,29.777614,-95.314314,63,50,72
709,2723 Cohn St Houston 77007,29.7700061,-95.4218366,62,44,72
710,2727 Sherwin St Houston 77007,29.7804736,-95.4266205,41,45,56
711,2801 Cochran St Houston 77009,29.795693,-95.35612,57,54,68
712,2806 Austin Houston 77004,29.747401,-95.367393,78,95,83
713,2809 Elysian St Houston 77009,29.775539,-95.350514,64,64,48
714,2810 Austin Houston 77004,29.747401,-95.367393,78,95,83
715,2811 Rusk St Houston 77003,29.761383,-95.368439,84,100,83
716,2818 Princeton Houston 77009,29.8102709,-95.3871677,59,44,61
717,282 E 28th St Houston 77008,29.812577,-95.383744,60,46,62
718,282 E 28th St Houston 77008,29.812577,-95.383744,60,46,62
719,2820 Clay Ave Houston 77003,,,,,
720,2820 Princeton St Houston 77009,29.8102709,-95.3871677,59,44,61
721,2822 Leeland St Houston 77003,29.7462585,-95.3581699,64,86,66
722,2830 Princeton St Houston 77009,29.8102709,-95.3871677,59,44,61
723,2900 Hamilton St #18 Houston 77004,,,,,
724,2904 Leeland St Houston 77003,29.7462585,-95.3581699,64,86,66
725,2907 Rosedale St Houston 77004,29.7278663,-95.3817602,72,67,74
726,2909&2915 Engelke St Houston 77003,29.7514187,-95.3301529,72,62,64
727,2922 Baer St Houston 77020,29.768011,-95.337539,49,49,55
728,2936 Commerce Houston 77003,29.749403,-95.335089,80,66,72
729,2944 Rusk Houston 77003,29.761383,-95.368439,84,100,83
730,2944 Rusk Houston 77003,29.761383,-95.368439,84,100,83
731,3 N Ennis St #0 Houston 77003,,,,,
732,3002 Dallas St Houston 77003,29.7587315,-95.3715182,79,99,83
733,3002 W Dallas St Houston 77003,29.7577645,-95.3744673,78,94,76
734,3003 Maxroy St Houston 77008,29.7875586,-95.4307943,41,46,21
735,3003 Maxroy St Houston 77008,29.7875586,-95.4307943,41,46,21
736,3005 Maxroy St Houston 77008,29.7875586,-95.4307943,41,46,21
737,3007 Maxroy St Houston 77008,29.7875586,-95.4307943,41,46,21
738,3007 Maxroy St Houston 77008,29.7875586,-95.4307943,41,46,21
739,3008 Hardy St Houston 77009,29.8144387,-95.3516818,35,40,35
740,3009B Bell St Houston 77003,29.748747,-95.360577,75,93,71
741,301 S 74th St Houston 77011,29.7296609,-95.2963166,71,48,61
742,3011 Preston Ave Houston 77003,,,,,
743,3012 McKinney Houston 77003,29.7453104,-95.3456288,73,67,44
744,3013 Preston Ave Houston 77003,,,,,
745,3014 Heritage Creek Terrace Houston 77008,29.7925057,-95.4316882,53,39,35
746,3015 Bell St Houston 77003,29.748747,-95.360577,75,93,71
747,3018 S Heights Hollow Ln Houston 77007,,,,,
748,3018 Wichita St Houston 77004,29.713384,-95.353136,77,57,61
749,3019 Gillespie St Houston 77020,29.767373,-95.333782,49,48,46
750,302 Payne St Houston 77009,29.784489,-95.369771,56,62,62
751,3023 Greenhaven Ln Houston 77092,29.816565,-95.455665,56,42,42
752,3024 Commerce St Houston 77003,29.749403,-95.335089,80,66,72
753,303 E 4th St Houston 77007,29.7778348,-95.3939622,74,44,64
754,3034 S Heights Hollow Ln Houston 77007,,,,,
755,304 Walton St Houston 77009,29.812466,-95.376249,53,54,49
756,304 Walton St Houston 77009,29.812466,-95.376249,53,54,49
757,3046 Commerce St Houston 77003,29.749403,-95.335089,80,66,72
758,305 E 33rd Houston 77018,29.817238,-95.404182,65,43,57
759,305 Reinicke St Houston 77007,,,,,
760,305 Reinicke St Houston 77007,,,,,
761,3051 S Heights Hollow Ln Houston 77007,,,,,
762,306 A Enid Street Houston 77009,29.807884,-95.375452,61,56,58
763,306 E 39th St Houston 77018,,,,,
764,306 N Saint Charles St Houston 77003,29.7581948,-95.3442946,83,72,79
765,306 Stiles St Houston 77011,29.7453544,-95.3256431,68,66,55
766,306 W 28th St Houston 77008,29.811999,-95.4060585,69,41,61
767,307 E 4th St Houston 77007,29.7778348,-95.3939622,74,44,64
768,307 Hagerman Houston 77011,29.7455344,-95.3288675,68,67,52
769,307 Northwood Houston 77009,29.807452,-95.378636,64,54,65
770,309 Clifton St Houston 77011,29.7404973,-95.3191049,66,66,59
771,309 Ennis St Houston 77003,29.751029,-95.343851,81,72,73
772,309 Morris St Houston 77009,29.782516,-95.362834,64,66,79
773,309 Pecore St Houston 77009,29.790572,-95.379369,59,48,66
774,310 McAlpine St Houston 77003,29.760693,-95.343252,80,66,68
775,310 McAlpine St Houston 77003,29.760693,-95.343252,80,66,68
776,310 N Saint Charles Houston 77003,,,,,
777,310 S Jensen Drive #1 Houston 77003,,,,,
778,310 W 6th St Houston 77007,29.7814613,-95.3982201,78,42,69
779,3104 Delano St Houston 77004,29.7285869,-95.364603,76,52,74
780,3105 Gillespie Street Houston 77020,29.767373,-95.333782,49,48,46
781,3105 Gillespie Houston 77020,29.767327,-95.338117,51,50,52
782,3106 Attridge Rd Houston 77018,29.814445,-95.41485,63,40,58
783,3106 Baer Street Houston 77020,29.768011,-95.337539,49,49,55
784,3106 Baer Street.. Houston 77020,29.768011,-95.337539,49,49,55
785,3106 Baer Street. Houston 77020,29.768011,-95.337539,49,49,55
786,3106 Baer Houston 77020,29.755016,-95.294102,33,38,11
787,3107 Gillespie Street Houston 77020,29.767373,-95.333782,49,48,46
788,3107 Gillespie Street Houston 77020,29.767373,-95.333782,49,48,46
789,3110 Hadley St Houston 77004,29.736713,-95.354285,68,59,66
790,3111 Gillespie Street Houston 77020,29.767373,-95.333782,49,48,46
791,3111 Gillespie Houston 77020,29.767327,-95.338117,51,50,52
792,3111 Gillespie Houston 77020,29.767327,-95.338117,51,50,52
793,3115 Heritage Creek Oaks Houston 77008,29.7919949,-95.4321629,53,40,29
794,312 E 28th St Houston 77008,29.812577,-95.383744,60,46,62
795,313 Ennis St Houston 77003,29.751029,-95.343851,81,72,73
796,315 Ennis St Houston 77003,29.751029,-95.343851,81,72,73
797,315 W 26th St Houston 77008,29.809843,-95.414797,58,42,55
798,316 EaDo Park Circle Houston 77020,,,,,
799,316 McAlpine St Houston 77003,29.760693,-95.343252,80,66,68
800,317 E Rogers St Houston 77022,29.843476,-95.3943,50,45,58
801,318 Eado Park Circle Houston 77020,,,,,
802,319 Caplin St Houston 77022,29.816367,-95.339491,38,50,34
803,320 E 37th St Houston 77018,,,,,
804,321 B W 26th St Houston 77008,29.809843,-95.414797,58,42,55
805,3212 Polk Street Houston 77003,29.737272,-95.330093,62,63,71
806,3213 Garrow Houston 77003,29.749827,-95.340161,80,69,73
807,3214 Polk Street Houston 77003,29.737272,-95.330093,62,63,71
808,3216 Binz St Houston 77004,29.7257218,-95.3894864,78,65,81
809,3216 Polk Street Houston 77003,29.737272,-95.330093,62,63,71
810,3218 Polk Street Houston 77003,29.737272,-95.330093,62,63,71
811,3220 Mckinney St Houston 77003,29.7476496,-95.3495096,79,73,64
812,3222 Mckinney St Houston 77003,29.7476496,-95.3495096,79,73,64
813,323 W 23rd St Houston 77008,29.8066926,-95.4224409,66,38,67
814,324 E 39th St Houston 77018,,,,,
815,324 EaDo Park Circle Houston 77020,,,,,
816,3255 Maxroy St Houston 77008,29.7875586,-95.4307943,41,46,21
817,326 E 39th St Houston 77018,,,,,
818,326 Eado Park Circle Houston 77020,,,,,
819,3277 Maxroy St Houston 77008,29.7875586,-95.4307943,41,46,21
820,328 EaDo Park Circle Houston 77020,,,,,
821,3291 Maxroy St Houston 77008,,,,,
822,3291 Maxroy St Houston 77008,29.7875586,-95.4307943,41,46,21
823,3305 A Jefferson Houston 77003,,,,,
824,3305 B Jefferson Houston 77003,,,,,
825,3305 C Jefferson Houston 77003,,,,,
826,3307 Baer St Houston 77020,29.768011,-95.337539,49,49,55
827,3308 Omega Houston 77022,29.8165499,-95.3850197,62,47,50
828,3309 Baer St Houston 77020,29.768011,-95.337539,49,49,55
829,3309 Baer St Houston 77020,29.768011,-95.337539,49,49,55
830,331 W 30th St Houston 77018,29.8138587,-95.4114043,65,41,64
831,3310 Omega Houston 77022,29.8165499,-95.3850197,62,47,50
832,3310 Pease St Houston 77003,29.7495292,-95.3654122,78,96,82
833,3315 Home Point Dr Houston 77018,,,,,
834,332 W 32nd St Houston 77018,29.81632705,-95.4142950559783,74,42,60
835,3320 B Cornell St Houston 77022,29.815259,-95.389325,62,42,46
836,3327 Palm St Houston 77004,29.7188409,-95.3697971,71,45,76
837,3329 New Garden View Ln Houston 77018,29.8185437,-95.4139894,74,44,54
838,3331 New Garden View Ln Houston 77018,29.8185437,-95.4139894,74,44,54
839,334 Forest Hill Blvd Houston Tx 77011,,,,,
840,336 EaDo Park Circle Houston 77020,,,,,
841,338 Eado Park Circle Houston 77020,,,,,
842,3411 Kensington Yellow Pl Houston 77008,,,,,
843,3413 Kensington Yellow Place Houston 77008,,,,,
844,3415 Kensington Yellow Place Houston 77008,,,,,
845,3416 Rosedale St Houston 77004,29.7278663,-95.3817602,72,67,74
846,342 EaDo Park Circle Houston 77020,,,,,
847,344 EaDo Park Circle Houston 77020,,,,,
848,344 Victoria Dr Houston 77022,29.8339424,-95.3850137,62,60,71
849,345 W 21st St Houston 77008,29.804798,-95.425766,76,36,76
850,346 EaDo Park Circle Houston 77020,,,,,
851,348 EaDo Park Circle Houston 77020,,,,,
852,3502 Cline St Houston 77020,29.7667094,-95.3356869,51,47,47
853,3504 Vista Terrace Houston 77018,,,,,
854,3510 Lyons Ave Houston 77020,29.776649,-95.296316,57,39,74
855,3512 Napavine Lane Houston 77008,,,,,
856,3514 Napavine Lane Houston 77008,,,,,
857,3516 Moore St Houston 77009,29.788072,-95.359452,59,63,69
858,3516 Napavine Lane Houston 77008,,,,,
859,3516 Napavine Houston 77008,,,,,
860,352 EaDo Park Circle Houston 77020,,,,,
861,353 W 26th St Houston 77008,29.809843,-95.414797,58,42,55
862,354 EaDo Park Circle Houston 77020,,,,,
863,3542 Cline St Houston 77020,29.7667094,-95.3356869,51,47,47
864,3542 Cline St Houston 77020,29.7667094,-95.3356869,51,47,47
865,3602 Oak Forest Dr Houston 77018,29.8378924,-95.4358701,45,40,35
866,3608 Chenevert St Houston 77004,29.7372415,-95.370401,74,75,74
867,3613 Cedar Vista Lane Houston 77018,,,,,
868,3616 Market Houston 77020,29.755016,-95.294102,33,38,11
869,3702 Kennon St Houston 77009,29.795006,-95.364277,59,59,74
870,3718 Moore St Houston 77009,29.788072,-95.359452,59,63,69
871,3719 Wentworth St Houston 77004,29.7308598,-95.384292,74,69,85
872,3802 Center St Houston 77007,29.7699659,-95.3931667,59,46,71
873,3802 Olde Bourbon Ln Houston 77018,,,,,
874,3808 Commerce Houston 77003,29.749403,-95.335089,80,66,72
875,3808 Commerce Houston 77003,29.749403,-95.335089,80,66,72
876,3810 Ella Blv Houston 77018,29.8281444,-95.4295727,64,41,71
877,3813 Fulton St Houston 77009,29.8105075,-95.3698173,48,57,42
878,3817 Elysian St Houston 77009,29.775539,-95.350514,64,64,48
879,3817 Elysian St Houston 77009,29.775539,-95.350514,64,64,48
880,3817 Elysian St Houston 77009,29.775539,-95.350514,64,64,48
881,3820 Center Plaza Dr Houston 77007,,,,,
882,3838 Searle Dr Houston 77009,29.7932126,-95.3678123,49,59,61
883,3848 Center St Houston 77007,29.7699659,-95.3931667,59,46,71
884,3872 Center St Houston 77007,29.7699659,-95.3931667,59,46,71
885,3911 Kennon St  A Houston 77009,,,,,
886,3915 Floyd St Houston 77007,29.7681304,-95.4219743,61,43,74
887,3947 Gibson Street Houston 77007,29.7668181,-95.408778,62,44,84
888,3950 Floyd St #14 Houston 77007,,,,,
889,3950 Floyd St #14 Houston 77007,,,,,
890,3950 Floyd St #6 Houston 77007,,,,,
891,4003 Feagan Street #5 Houston 77007,,,,,
892,4006D Feagan St Houston 77007,29.7666047,-95.4216799,60,44,69
893,401 Walton St Houston 77009,29.812466,-95.376249,53,54,49
894,4014 Blossom St Houston 77007,29.7674967,-95.4114914,61,44,83
895,4014 Blossom St Houston 77007,29.7674967,-95.4114914,61,44,83
896,4015 Pineridge St Houston 77009,29.7984708,-95.385194,60,48,78
897,402 E 25th St Houston 77008,29.8090766,-95.3974841,63,43,72
898,4033 Buck St Houston 77020,29.769986,-95.32503,62,47,46
899,4033 Buck St Houston 77020,29.769986,-95.32503,62,47,46
900,4035 Norhill Blvd Houston 77009,29.783475,-95.3859773,67,42,72
901,405 E 32nd St Houston 77018,29.815568,-95.394657,65,39,62
902,405 Sue St Houston 77009,29.807123,-95.365353,59,57,50
903,405 Sue St Houston 77009,29.807123,-95.365353,59,57,50
904,406 Barkley St Houston 77022,29.826592,-95.392032,59,51,56
905,406 Robert Lee Rd Houston 77009,29.809328,-95.374034,57,57,46
906,407 71st Houston 77011,29.742434,-95.296955,77,47,75
907,407 C N Nagle St Houston 77003,29.759059,-95.34126,82,64,63
908,407 E N Nagle St Houston 77003,29.759059,-95.34126,82,64,63
909,407 Hogan Street #407 Houston 77009,,,,,
910,408 N Cesar Chavez Blv Houston 77011,29.743898,-95.305637,71,49,78
911,408 Parker St Houston 77007,29.77123,-95.408358,62,45,84
912,409A W 17th St Houston 77008,29.800744,-95.410088,68,44,76
913,410 Birdsall St Houston 77007,29.768901,-95.420167,63,43,79
914,4106 N Bonner View Ln Houston 77007,,,,,
915,4107 Kolb St Houston 77007,29.777538,-95.404721,57,44,61
916,411 E Crosstimbers St #0 Houston 77022,,,,,
917,411 E Crosstimbers St Houston 77022,29.8286608,-95.34308,60,42,60
918,"411 W 17th St, Unit C Houston 77008",,,,,
919,4113 Eigel St Houston 77007,29.7748511,-95.4092201,57,44,82
920,4113 Eigel St Houston 77007,29.7748511,-95.4092201,57,44,82
921,4117 Dickson St Houston 77007,29.7656365,-95.4008694,82,50,75
922,4119 Barnes St Houston 77007,29.7689926,-95.4024843,67,46,83
923,411D W 17th St Houston 77008,29.800744,-95.410088,68,44,76
924,4127 Dickson St Houston 77007,29.7656365,-95.4008694,82,50,75
925,4129 Dickson St Houston 77007,29.7656365,-95.4008694,82,50,75
926,415 Jackson Hill St Houston 77007,29.7669262,-95.4018609,75,46,72
927,415 Kelley St Houston 77009,29.8131,-95.365431,45,55,47
928,415 N Marie Street Houston 77009,29.7783455,-95.3648842,68,69,69
929,416 Forest Hill Houston 77011,,,,,
930,417 W 8th Street Houston 77007,29.785086,-95.403271,75,42,52
931,419 T C Jester Boulevard Houston 77007,29.7805671,-95.4182139,53,40,55
932,4202 Gibson St Houston 77007,29.7668181,-95.408778,62,44,84
933,4202 Hain St Houston 77009,29.799928,-95.364769,60,58,65
934,4205 Bering St Houston 77003,29.7526429,-95.330087,75,59,51
935,4205 Terry Houston 77009,29.794055,-95.353139,51,52,61
936,4205 Terry Houston 77009,29.794055,-95.353139,51,52,61
937,4206 Hain St Houston 77009,29.799928,-95.364769,60,58,65
938,4207 E Hardy Street Houston 77009,,,,,
939,4207 Hershe St Houston 77020,29.778044,-95.318613,63,50,61
940,4209 Elysian Houston 77009,29.775539,-95.350514,64,64,48
941,4209 Marina St # B Houston 77007,,,,,
942,421 Harvard  D Houston 77007,29.7759758,-95.396178,68,45,59
943,4210 # A Eli St Houston 77007,29.773445,-95.4064804,,,
944,4210 # B Eli St Houston 77007,29.773445,-95.4064804,,,
945,4210 Eli St Houston 77007,29.773445,-95.4064804,60,46,80
946,4211 Hardy Street Houston 77009,29.8144387,-95.3516818,35,40,36
947,4212 Siegel St Houston 77009,29.800756,-95.366627,58,58,64
948,4214 Glebe Rd Houston 77018,29.830619,-95.450218,53,34,39
949,4218 Eli St Houston 77007,29.773445,-95.4064804,60,46,80
950,4219 Koehler Houston 77007,29.7741895,-95.4041734,62,46,77
951,4221 Rose Houston 77007,29.769016,-95.408319,61,45,81
952,4223 Robertson St Houston 77009,29.801739,-95.35729,65,52,61
953,423 Quitman St Houston 77009,29.779348,-95.369309,65,64,68
954,423 Quitman St Houston 77009,29.779348,-95.369309,65,64,68
955,4246 T C Jester Boulevard Houston 77018,29.8202065,-95.4488525,67,40,59
956,4254 T C Jester Blv Houston 77018,29.8202065,-95.4488525,67,40,59
957,427 Jackson Hill St Houston 77007,29.7669262,-95.4018609,75,46,72
958,428 Neyland St Houston 77022,29.826323,-95.380048,59,61,62
959,430 Columbia St Houston 77007,29.816059,-95.39355,65,39,62
960,4301 Dickson St A Houston 77007,,,,,
961,4301 Dickson St A Houston 77007,,,,,
962,4305 Eigel St Houston 77007,29.7748511,-95.4092201,57,44,82
963,4305 Eigel St Houston 77007,29.7748511,-95.4092201,57,44,82
964,4305 Julian Houston 77009,29.796415,-95.382279,59,48,77
965,4307 Chapman Houston 77009,29.794039,-95.354152,51,52,61
966,4307 Piney Woods Dr Houston 77018,29.825551,-95.440175,52,39,46
967,431 Lindale St Houston 77022,29.818007,-95.364034,50,54,47
968,431 W 30th St Houston 77018,29.8138587,-95.4114043,65,41,64
969,4310 Rose St A Houston 77007,,,,,
970,4312 Floyd St  C Houston 77007,,,,,
971,4312 Floyd St  C Houston 77007,,,,,
972,4314 Allen St Houston 77007,29.772365,-95.405338,62,46,83
973,4314 Cetti St Houston 77009,29.7931843,-95.3590127,60,57,65
974,4315 Piney Woods Dr Houston 77018,29.825551,-95.440175,52,39,46
975,4320 Allen Houston 77007,29.772365,-95.405338,62,46,83
976,4321 Center St Houston 77007,29.7699659,-95.3931667,59,46,71
977,4323 Marina St  A Houston 77007,,,,,
978,4324 O'Reilly St Houston 77007,,,,,
979,4330 Oreilly St Houston 77007,,,,,
980,439 Van Molan St Houston 77022,29.829402,-95.370517,56,57,59
981,4401 Brookwoods Dr Houston 77092,29.812534,-95.451873,50,43,49
982,4401 Lido Ln Houston 77092,29.833278,-95.466557,51,39,44
983,4403 Arnell Houston 77018,29.8371765,-95.450394,54,35,26
984,4404 Center St Houston 77007,29.7699659,-95.3931667,59,46,71
985,4405 B Austin Steet Houston 77004,,,,,
986,4405 Schuler St Houston 77007,29.7725768,-95.415454,65,42,82
987,4405 Schuler St Houston 77007,29.7725768,-95.415454,65,42,82
988,4408 Koehler St  A Houston 77007,,,,,
989,4410 Feagan St  D Houston 77007,,,,,
990,4410 Feagan St  E Houston 77007,,,,,
991,4410 Feagan St  F Houston 77007,,,,,
992,4412 Blossom St Houston 77007,29.7674967,-95.4114914,61,44,83
993,4414 Austin St Houston 77004,29.747401,-95.367393,78,95,83
994,4414 Belle Glade Dr Houston 77018,29.8390894,-95.4471227,35,35,7
995,4414 Edsee St Houston 77009,29.797926,-95.380706,57,50,79
996,4415 Arnell Dr Houston 77018,29.8371765,-95.450394,54,35,26
997,4421 Nina Lee Ln Houston 77092,29.831667,-95.458013,61,34,41
998,4422 Nina Lee Ln Houston 77092,29.831667,-95.458013,61,34,41
999,4423 Harvard St Houston 77018,29.829258,-95.399181,54,49,60
1000,443 Exchange St Houston 77020,29.791661,-95.291466,31,37,11
1001,4431 Eigel St Houston 77007,29.7748511,-95.4092201,57,44,82
1002,4431 Eigel St Houston 77007,29.7748511,-95.4092201,57,44,82
1003,4433 Eigel St Houston 77007,29.7748511,-95.4092201,57,44,82
1004,4435 Eigel St Houston 77007,29.7748511,-95.4092201,57,44,82
1005,4439 Spencer St Houston 77007,29.7751917,-95.4041781,60,45,73
1006,444 Oxford St Houston 77007,29.7861655,-95.3919321,71,43,69
1007,4443 Castor St Houston 77022,29.827046,-95.388221,63,57,59
1008,4443 Castor St Houston 77022,29.827046,-95.388221,63,57,59
1009,4444 Center St Houston 77007,29.7699659,-95.3931667,59,46,71
1010,450 North Live Oak Street Houston 77003,29.760061,-95.341598,79,63,61
1011,4503 Cornish St Houston 77007,29.778453,-95.41169,57,40,78
1012,4505 Cornish St Houston 77007,29.778453,-95.41169,57,40,78
1013,4506 Averill St Houston 77009,29.799944,-95.363846,62,57,64
1014,"4508 Maxie St, Unit A Houston 77007",,,,,
1015,"4508 Maxie St, Unit A Houston 77007",,,,,
1016,4509 Floyd St Houston 77007,29.7681304,-95.4219743,61,43,74
1017,4513 Cornish St Houston 77007,29.778453,-95.41169,57,40,78
1018,4514 Eigel Houston 77007,29.7748511,-95.4092201,57,44,82
1019,4514 W 43rd St Houston 77092,29.8323728,-95.4615076,53,37,42
1020,4516 Eigel Houston 77007,29.7748511,-95.4092201,57,44,82
1021,4516 Rose St Houston 77007,29.769016,-95.408319,61,45,81
1022,4517 Eigel St Houston 77007,29.7748511,-95.4092201,57,44,82
1023,4517 Feagan St  Apt A Houston 77007,,,,,
1024,4520 Eigel St Houston 77007,29.7748511,-95.4092201,57,44,82
